player,total_games,shots_made,total_shots,shooting%,2pt_made,2pt_attempts,2pt%,3pt_made,3pt_attempts,3pt%,FT_made,FT_Attempts,FT%,total_assists,total_blocks,off_rebound,is_clutch,years_played,clutch_years
A.J. Price,16,11,28,39.29,8,18,44.44,3,10,30.0,3,3,100.0,3,2,1,0.0,4,0.0
Aaron Brooks,109,58,174,33.33,41,103,39.81,17,71,23.94,91,111,81.98,12,19,8,0.0,9,1.0
Aaron Gordon,34,13,32,40.62,8,17,47.06,5,15,33.33,16,19,84.21,9,2,10,0.0,4,0.0
Aaron Gray,14,4,6,66.67,4,6,66.67,0,0,0.0,6,11,54.55,2,0,8,0.0,6,0.0
Aaron Harrison,2,0,2,0.0,0,0,0.0,0,2,0.0,2,3,66.67,0,0,0,0.0,1,0.0
Aaron McKie,7,0,3,0.0,0,2,0.0,0,1,0.0,0,0,0.0,0,1,5,0.0,1,0.0
Aaron Williams,1,1,2,50.0,1,2,50.0,0,0,0.0,0,0,0.0,1,1,0,0.0,1,0.0
Abdel Nader,1,1,1,100.0,1,1,100.0,0,0,0.0,0,0,0.0,1,0,0,0.0,1,0.0
Acie Law,3,1,3,33.33,1,3,33.33,0,0,0.0,0,0,0.0,0,2,0,0.0,3,0.0
Adam Morrison,19,8,28,28.57,5,14,35.71,3,14,21.43,2,4,50.0,2,0,1,0.0,2,0.0
Adonal Foyle,21,7,17,41.18,7,17,41.18,0,0,0.0,4,8,50.0,6,1,13,0.0,3,0.0
Adreian Payne,1,0,1,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0,0.0,1,0.0
Adrian Griffin,15,3,6,50.0,2,5,40.0,1,1,100.0,1,10,10.0,3,0,4,0.0,3,0.0
Al Harrington,143,73,204,35.78,61,134,45.52,12,70,17.14,71,103,68.93,32,11,36,0.0,10,2.0
Al Horford,186,101,195,51.79,93,171,54.39,8,24,33.33,88,123,71.54,81,11,54,1.0,11,6.0
Al Jefferson,202,178,370,48.11,175,361,48.48,3,9,33.33,79,117,67.52,90,22,80,1.0,12,8.0
Al Thornton,45,21,51,41.18,17,43,39.53,4,8,50.0,33,48,68.75,11,8,13,0.0,4,0.0
Al-Farouq Aminu,83,24,64,37.5,14,34,41.18,10,30,33.33,23,34,67.65,19,2,21,0.0,8,1.0
Alan Anderson,37,21,53,39.62,13,30,43.33,8,23,34.78,20,23,86.96,16,4,4,0.0,5,1.0
Alan Henderson,5,0,3,0.0,0,3,0.0,0,0,0.0,0,0,0.0,0,2,4,0.0,2,0.0
Alan Williams,3,1,2,50.0,1,2,50.0,0,0,0.0,1,3,33.33,0,0,4,0.0,1,0.0
Alec Burks,50,29,65,44.62,25,54,46.3,4,11,36.36,33,39,84.62,10,6,8,1.0,7,1.0
Alex Abrines,11,6,12,50.0,0,2,0.0,6,10,60.0,2,3,66.67,6,0,3,0.0,2,0.0
Alex Caruso,1,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0.0,1,0.0
Alex Len,26,4,9,44.44,4,9,44.44,0,0,0.0,7,9,77.78,2,2,12,0.0,5,0.0
Alex Poythress,1,1,1,100.0,1,1,100.0,0,0,0.0,0,0,0.0,1,0,0,0.0,1,0.0
Alexander Johnson,3,3,4,75.0,3,4,75.0,0,0,0.0,0,0,0.0,2,0,0,0.0,2,0.0
Alexey Shved,21,6,28,21.43,4,15,26.67,2,13,15.38,14,16,87.5,4,2,1,0.0,3,0.0
Alexis Ajinca,10,6,10,60.0,6,8,75.0,0,2,0.0,0,0,0.0,5,1,0,0.0,6,0.0
Allan Houston,3,3,6,50.0,2,4,50.0,1,2,50.0,0,0,0.0,3,0,0,0.0,1,0.0
Allan Ray,4,3,5,60.0,2,3,66.67,1,2,50.0,0,0,0.0,2,1,2,0.0,1,0.0
Allen Crabbe,44,16,43,37.21,5,15,33.33,11,28,39.29,10,12,83.33,12,2,5,0.0,4,1.0
Allen Iverson,135,92,223,41.26,77,173,44.51,15,50,30.0,120,145,82.76,22,11,6,1.0,6,2.0
Alonzo Gee,48,17,39,43.59,14,25,56.0,3,14,21.43,14,19,73.68,12,2,13,0.0,6,1.0
Alonzo Mourning,33,14,26,53.85,14,25,56.0,0,1,0.0,9,22,40.91,12,3,12,0.0,4,0.0
Amar'e Stoudemire,143,109,194,56.19,103,172,59.88,6,22,27.27,96,124,77.42,67,12,52,1.0,10,6.0
Amir Johnson,102,56,96,58.33,54,92,58.7,2,4,50.0,45,67,67.16,29,11,61,1.0,11,3.0
Anderson Varejao,114,47,77,61.04,46,73,63.01,1,4,25.0,52,79,65.82,33,5,38,1.0,11,1.0
Andray Blatche,64,30,69,43.48,29,63,46.03,1,6,16.67,29,42,69.05,14,4,21,1.0,8,1.0
Andre Barrett,3,1,2,50.0,1,2,50.0,0,0,0.0,1,2,50.0,0,0,1,0.0,2,0.0
Andre Brown,2,3,3,100.0,3,3,100.0,0,0,0.0,1,2,50.0,1,0,1,0.0,2,0.0
Andre Drummond,75,40,65,61.54,40,64,62.5,0,1,0.0,27,70,38.57,24,5,48,1.0,6,3.0
Andre Iguodala,286,130,374,34.76,102,244,41.8,28,130,21.54,182,261,69.73,47,15,42,0.0,14,2.0
Andre Ingram,1,1,1,100.0,0,0,0.0,1,1,100.0,0,0,0.0,1,0,0,0.0,1,0.0
Andre Miller,219,108,303,35.64,98,248,39.52,10,55,18.18,199,269,73.98,26,27,36,0.0,12,3.0
Andre Owens,2,1,3,33.33,0,0,0.0,1,3,33.33,0,0,0.0,0,0,0,0.0,1,0.0
Andre Roberson,24,9,13,69.23,8,9,88.89,1,4,25.0,2,6,33.33,7,1,15,0.0,4,0.0
Andrea Bargnani,105,54,167,32.34,35,93,37.63,19,74,25.68,46,52,88.46,41,4,18,0.0,10,2.0
Andrei Kirilenko,102,35,93,37.63,22,50,44.0,13,43,30.23,73,97,75.26,29,2,16,0.0,9,2.0
Andres Nocioni,107,47,123,38.21,31,69,44.93,16,54,29.63,59,80,73.75,34,8,26,0.0,7,2.0
Andrew Bogut,131,57,120,47.5,57,118,48.31,0,2,0.0,37,58,63.79,27,6,53,1.0,12,2.0
Andrew Bynum,47,25,41,60.98,25,40,62.5,0,1,0.0,21,32,65.62,18,4,15,0.0,8,1.0
Andrew Goudelock,1,0,0,0.0,0,0,0.0,0,0,0.0,1,1,100.0,0,0,0,,1,0.0
Andrew Harrison,7,2,11,18.18,0,4,0.0,2,7,28.57,1,2,50.0,2,2,1,0.0,2,0.0
Andrew Nicholson,8,2,7,28.57,2,4,50.0,0,3,0.0,2,2,100.0,1,1,3,0.0,3,0.0
Andrew Wiggins,109,66,168,39.29,59,134,44.03,7,34,20.59,89,125,71.2,28,9,28,0.0,4,3.0
Andris Biedrins,47,19,29,65.52,19,29,65.52,0,0,0.0,5,11,45.45,13,1,23,0.0,7,0.0
Anfernee Hardaway,14,4,11,36.36,3,5,60.0,1,6,16.67,4,6,66.67,3,1,1,0.0,2,0.0
Antawn Jamison,170,96,243,39.51,75,164,45.73,21,79,26.58,80,112,71.43,63,14,53,0.0,10,4.0
Anthony Bennett,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,,1,0.0
Anthony Brown,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,,2,0.0
Anthony Carter,37,9,29,31.03,7,16,43.75,2,13,15.38,16,24,66.67,3,0,4,0.0,6,0.0
Anthony Davis,132,91,179,50.84,87,159,54.72,4,20,20.0,110,134,82.09,62,7,42,1.0,6,5.0
Anthony Grundy,1,1,2,50.0,1,1,100.0,0,1,0.0,0,0,0.0,1,0,0,0.0,1,0.0
Anthony Johnson,50,18,61,29.51,11,37,29.73,7,24,29.17,20,28,71.43,11,5,4,0.0,6,0.0
Anthony Morrow,91,46,122,37.7,27,52,51.92,19,70,27.14,52,58,89.66,28,6,16,0.0,9,0.0
Anthony Parker,92,42,115,36.52,17,46,36.96,25,69,36.23,28,40,70.0,24,6,13,0.0,6,1.0
Anthony Peeler,5,1,5,20.0,0,1,0.0,1,4,25.0,0,0,0.0,1,0,2,0.0,1,0.0
Anthony Randolph,11,6,13,46.15,6,12,50.0,0,1,0.0,8,8,100.0,4,0,8,0.0,5,0.0
Anthony Roberson,5,2,9,22.22,1,5,20.0,1,4,25.0,0,0,0.0,1,0,0,0.0,2,0.0
Anthony Tolliver,51,18,47,38.3,10,15,66.67,8,32,25.0,15,21,71.43,14,1,9,0.0,10,0.0
Antoine Walker,63,28,98,28.57,16,47,34.04,12,51,23.53,10,19,52.63,15,4,14,0.0,4,0.0
Antoine Wright,34,11,38,28.95,6,17,35.29,5,21,23.81,2,2,100.0,7,1,5,0.0,4,0.0
Antonio Blakeney,2,1,1,100.0,1,1,100.0,0,0,0.0,2,3,66.67,1,0,0,0.0,1,0.0
Antonio Burks,2,1,3,33.33,0,2,0.0,1,1,100.0,0,0,0.0,0,0,0,0.0,1,0.0
Antonio Daniels,57,23,53,43.4,20,42,47.62,3,11,27.27,54,65,83.08,5,5,2,0.0,5,0.0
Antonio Davis,18,10,14,71.43,10,14,71.43,0,0,0.0,6,10,60.0,5,0,9,0.0,2,0.0
Antonio McDyess,75,31,58,53.45,31,56,55.36,0,2,0.0,24,42,57.14,22,4,28,0.0,7,1.0
Archie Goodwin,5,3,5,60.0,1,3,33.33,2,2,100.0,5,5,100.0,1,0,0,0.0,3,0.0
Armon Johnson,2,2,2,100.0,1,1,100.0,1,1,100.0,0,0,0.0,0,0,0,0.0,1,0.0
Aron Baynes,12,2,4,50.0,2,4,50.0,0,0,0.0,4,4,100.0,1,1,2,0.0,3,0.0
Arron Afflalo,149,95,259,36.68,58,139,41.73,37,120,30.83,91,108,84.26,51,19,12,0.0,10,2.0
Austin Croshere,27,10,30,33.33,7,17,41.18,3,13,23.08,18,21,85.71,6,1,8,0.0,4,0.0
Austin Daye,20,11,27,40.74,5,11,45.45,6,16,37.5,3,3,100.0,8,0,7,0.0,5,0.0
Austin Rivers,41,10,38,26.32,3,14,21.43,7,24,29.17,2,8,25.0,7,5,2,0.0,6,0.0
Avery Bradley,102,49,118,41.53,23,53,43.4,26,65,40.0,27,40,67.5,39,8,8,1.0,7,1.0
Bam Adebayo,6,1,1,100.0,1,1,100.0,0,0,0.0,2,3,66.67,1,0,1,0.0,1,0.0
Baron Davis,122,84,228,36.84,54,119,45.38,30,109,27.52,55,78,70.51,15,9,14,0.0,8,3.0
Ben Gordon,193,149,380,39.21,90,220,40.91,59,160,36.88,182,214,85.05,66,20,13,0.0,11,3.0
Ben Handlogten,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,,1,0.0
Ben McLemore,34,10,31,32.26,6,14,42.86,4,17,23.53,19,25,76.0,8,0,3,0.0,5,0.0
Ben Simmons,16,5,11,45.45,5,10,50.0,0,1,0.0,13,19,68.42,4,0,2,0.0,1,1.0
Ben Uzoh,3,1,2,50.0,1,2,50.0,0,0,0.0,3,3,100.0,0,0,0,0.0,2,0.0
Ben Wallace,91,28,49,57.14,26,46,56.52,2,3,66.67,26,67,38.81,16,1,56,0.0,8,0.0
Beno Udrih,111,66,152,43.42,53,115,46.09,13,37,35.14,70,89,78.65,28,7,15,1.0,12,2.0
Bernard James,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,,1,0.0
Bernard Robinson,15,6,20,30.0,5,15,33.33,1,5,20.0,7,10,70.0,3,4,5,0.0,3,0.0
Billy Thomas,2,0,2,0.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0.0,1,0.0
Bismack Biyombo,31,6,9,66.67,6,9,66.67,0,0,0.0,11,17,64.71,4,2,12,0.0,7,0.0
Blake Ahearn,2,0,2,0.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0.0,1,0.0
Blake Griffin,144,87,175,49.71,77,153,50.33,10,22,45.45,61,96,63.54,53,8,42,1.0,8,6.0
Bo Outlaw,3,1,1,100.0,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0,0.0,2,0.0
Bob Sura,15,5,19,26.32,3,14,21.43,2,5,40.0,6,10,60.0,2,1,2,0.0,1,0.0
Boban Marjanovic,5,3,3,100.0,3,3,100.0,0,0,0.0,3,3,100.0,1,0,2,0.0,2,0.0
Bobby Brown,4,0,3,0.0,0,1,0.0,0,2,0.0,3,4,75.0,0,0,0,0.0,2,0.0
Bobby Jackson,45,19,65,29.23,12,28,42.86,7,37,18.92,22,29,75.86,9,3,9,0.0,5,0.0
Bobby Jones,1,1,1,100.0,0,0,0.0,1,1,100.0,0,0,0.0,1,0,0,0.0,1,0.0
Bobby Portis,10,1,6,16.67,0,4,0.0,1,2,50.0,0,0,0.0,1,0,2,0.0,3,0.0
Bobby Simmons,77,45,82,54.88,28,49,57.14,17,33,51.52,44,55,80.0,32,2,12,1.0,5,2.0
Bogdan Bogdanovic,15,7,15,46.67,2,5,40.0,5,10,50.0,12,15,80.0,3,0,0,0.0,1,1.0
Bojan Bogdanovic,52,32,64,50.0,12,15,80.0,20,49,40.82,28,32,87.5,24,1,5,1.0,4,2.0
Boniface N'Dong,1,0,1,0.0,0,0,0.0,0,1,0.0,2,2,100.0,0,0,0,0.0,1,0.0
Bonzi Wells,28,11,30,36.67,8,24,33.33,3,6,50.0,9,17,52.94,8,3,6,0.0,4,0.0
Boris Diaw,148,69,164,42.07,52,106,49.06,17,58,29.31,38,66,57.58,50,11,38,1.0,13,3.0
Bostjan Nachbar,36,12,29,41.38,5,11,45.45,7,18,38.89,12,15,80.0,9,1,4,0.0,4,0.0
Bracey Wright,2,1,4,25.0,1,2,50.0,0,2,0.0,2,2,100.0,1,0,1,0.0,1,0.0
Brad Miller,124,44,139,31.65,38,107,35.51,6,32,18.75,100,126,79.37,36,13,41,0.0,7,1.0
Bradley Beal,136,76,252,30.16,42,129,32.56,34,123,27.64,116,151,76.82,44,22,13,0.0,6,1.0
Brandan Wright,28,10,24,41.67,10,22,45.45,0,2,0.0,1,8,12.5,6,2,9,0.0,7,0.0
Brandon Bass,83,26,72,36.11,26,71,36.62,0,1,0.0,36,45,80.0,15,10,23,0.0,9,0.0
Brandon Ingram,20,8,21,38.1,6,18,33.33,2,3,66.67,13,18,72.22,3,1,4,0.0,2,1.0
Brandon Jennings,145,69,254,27.17,47,141,33.33,22,113,19.47,126,154,81.82,21,12,12,0.0,8,0.0
Brandon Knight,96,67,192,34.9,44,115,38.26,23,77,29.87,53,66,80.3,18,13,12,0.0,6,1.0
Brandon Paul,1,0,1,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0,0.0,1,0.0
Brandon Roy,107,95,243,39.09,77,181,42.54,18,62,29.03,79,94,84.04,14,12,21,0.0,5,1.0
Brandon Rush,42,12,31,38.71,5,14,35.71,7,17,41.18,4,7,57.14,8,3,4,0.0,8,0.0
Brendan Haywood,58,14,30,46.67,14,30,46.67,0,0,0.0,17,38,44.74,10,1,28,0.0,10,0.0
Brent Barry,23,9,19,47.37,2,3,66.67,7,16,43.75,8,12,66.67,8,0,4,0.0,5,0.0
Brevin Knight,54,32,85,37.65,31,78,39.74,1,7,14.29,50,70,71.43,5,5,2,0.0,5,0.0
Brian Cardinal,20,5,22,22.73,2,8,25.0,3,14,21.43,4,7,57.14,5,0,4,0.0,7,0.0
Brian Cook,26,13,37,35.14,7,19,36.84,6,18,33.33,9,16,56.25,9,2,11,0.0,4,0.0
Brian Grant,4,1,3,33.33,1,3,33.33,0,0,0.0,0,0,0.0,1,0,1,0.0,2,0.0
Brian Roberts,34,24,49,48.98,14,28,50.0,10,21,47.62,19,20,95.0,6,3,2,0.0,5,1.0
Brian Scalabrine,19,4,12,33.33,2,5,40.0,2,7,28.57,4,4,100.0,3,0,4,0.0,6,0.0
Brian Skinner,14,0,5,0.0,0,5,0.0,0,0,0.0,3,4,75.0,0,1,3,0.0,5,0.0
Briante Weber,2,1,2,50.0,1,2,50.0,0,0,0.0,2,2,100.0,0,0,0,0.0,1,0.0
Brook Lopez,140,78,176,44.32,75,164,45.73,3,12,25.0,78,102,76.47,42,15,62,1.0,10,4.0
Bruce Bowen,51,10,35,28.57,6,18,33.33,4,17,23.53,10,20,50.0,7,1,6,0.0,5,0.0
Bryce Cotton,1,0,0,0.0,0,0,0.0,0,0,0.0,1,1,100.0,0,0,1,,1,0.0
Bryce Dejean-Jones,1,0,0,0.0,0,0,0.0,0,0,0.0,2,2,100.0,0,0,0,,1,0.0
Bryn Forbes,2,1,2,50.0,0,0,0.0,1,2,50.0,0,0,0.0,1,0,0,0.0,2,0.0
Bryon Russell,8,3,8,37.5,2,3,66.67,1,5,20.0,2,2,100.0,2,0,3,0.0,1,0.0
Buddy Hield,27,21,37,56.76,9,19,47.37,12,18,66.67,9,10,90.0,14,3,7,0.0,2,1.0
Byron Mullens,23,15,35,42.86,13,23,56.52,2,12,16.67,8,10,80.0,11,1,8,0.0,4,0.0
C.J. Watson,3,0,2,0.0,0,1,0.0,0,1,0.0,7,7,100.0,0,1,0,0.0,1,0.0
C.J. Williams,4,1,1,100.0,0,0,0.0,1,1,100.0,3,4,75.0,0,0,0,0.0,1,0.0
CJ McCollum,82,56,133,42.11,38,88,43.18,18,45,40.0,62,71,87.32,23,8,6,1.0,5,1.0
CJ Miles,113,43,131,32.82,13,43,30.23,30,88,34.09,54,67,80.6,29,6,15,0.0,12,0.0
CJ Watson,63,34,76,44.74,22,48,45.83,12,28,42.86,39,52,75.0,17,6,7,1.0,8,2.0
Calbert Cheaney,6,6,11,54.55,6,10,60.0,0,1,0.0,2,3,66.67,3,0,3,0.0,2,0.0
Caleb Swanigan,1,1,1,100.0,1,1,100.0,0,0,0.0,0,0,0.0,1,0,0,0.0,1,0.0
Calvin Booth,2,1,1,100.0,0,0,0.0,1,1,100.0,0,0,0.0,1,0,0,0.0,1,0.0
Cameron Payne,3,3,8,37.5,2,5,40.0,1,3,33.33,0,0,0.0,1,1,2,0.0,2,0.0
Caris LeVert,23,7,27,25.93,6,15,40.0,1,12,8.33,11,15,73.33,2,4,6,0.0,2,0.0
Carl Landry,71,35,68,51.47,34,65,52.31,1,3,33.33,48,65,73.85,17,12,24,1.0,9,1.0
Carlos Arroyo,35,17,50,34.0,15,37,40.54,2,13,15.38,45,50,90.0,3,4,1,0.0,6,0.0
Carlos Boozer,156,111,202,54.95,111,201,55.22,0,1,0.0,92,123,74.8,71,28,56,1.0,11,7.0
Carlos Delfino,78,28,83,33.73,13,38,34.21,15,45,33.33,18,32,56.25,22,7,10,0.0,8,1.0
Carmelo Anthony,306,240,602,39.87,194,455,42.64,46,147,31.29,298,365,81.64,89,49,67,0.0,14,7.0
Caron Butler,166,99,211,46.92,70,125,56.0,29,86,33.72,115,141,81.56,39,16,44,1.0,11,5.0
Cartier Martin,15,6,12,50.0,2,2,100.0,4,10,40.0,1,2,50.0,5,0,0,0.0,6,0.0
Casey Jacobsen,6,1,3,33.33,0,0,0.0,1,3,33.33,6,8,75.0,1,0,0,0.0,1,0.0
Cedi Osman,3,1,3,33.33,1,1,100.0,0,2,0.0,3,4,75.0,1,0,1,0.0,1,0.0
Cedric Jackson,1,1,1,100.0,0,0,0.0,1,1,100.0,0,0,0.0,0,0,0,0.0,1,0.0
Chandler Parsons,81,41,96,42.71,24,51,47.06,17,45,37.78,19,27,70.37,23,8,13,1.0,6,3.0
Channing Frye,102,48,137,35.04,31,68,45.59,17,69,24.64,46,61,75.41,35,6,18,0.0,11,0.0
Charles Hayes,40,8,23,34.78,8,23,34.78,0,0,0.0,9,18,50.0,5,3,24,0.0,9,0.0
Charles Jenkins,7,1,7,14.29,1,5,20.0,0,2,0.0,3,6,50.0,0,3,1,0.0,2,0.0
Charlie Bell,55,22,58,37.93,16,30,53.33,6,28,21.43,19,31,61.29,11,3,8,0.0,5,1.0
Charlie Villanueva,100,45,129,34.88,33,66,50.0,12,63,19.05,29,39,74.36,31,4,26,0.0,10,1.0
Charlie Ward,3,2,4,50.0,0,1,0.0,2,3,66.67,0,0,0.0,2,0,0,0.0,1,0.0
Chase Budinger,36,17,39,43.59,8,13,61.54,9,26,34.62,10,14,71.43,12,0,6,0.0,6,0.0
Chauncey Billups,171,95,246,38.62,59,129,45.74,36,117,30.77,235,270,87.04,31,13,10,0.0,10,4.0
Cheick Diallo,2,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,2,0.0
Cheikh Samb,1,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,1,0.0
Chris Andersen,26,8,14,57.14,8,14,57.14,0,0,0.0,18,31,58.06,6,1,10,0.0,8,0.0
Chris Bosh,235,146,311,46.95,123,252,48.81,23,59,38.98,155,198,78.28,87,20,67,1.0,12,8.0
Chris Copeland,6,4,10,40.0,3,6,50.0,1,4,25.0,0,0,0.0,2,0,1,0.0,2,0.0
Chris Douglas-Roberts,12,6,15,40.0,5,10,50.0,1,5,20.0,0,2,0.0,2,3,2,0.0,3,0.0
Chris Duhon,80,21,76,27.63,13,44,29.55,8,32,25.0,52,66,78.79,9,7,5,0.0,9,0.0
Chris Hunter,2,1,1,100.0,1,1,100.0,0,0,0.0,1,2,50.0,1,0,0,0.0,1,0.0
Chris Johnson,8,3,6,50.0,1,2,50.0,2,4,50.0,0,0,0.0,1,0,3,0.0,3,0.0
Chris Kaman,98,43,91,47.25,43,88,48.86,0,3,0.0,46,60,76.67,31,10,23,1.0,11,2.0
Chris McCullough,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,,1,0.0
Chris Mihm,14,2,6,33.33,2,6,33.33,0,0,0.0,1,5,20.0,1,1,5,0.0,3,0.0
Chris Paul,308,203,532,38.16,180,416,43.27,23,116,19.83,375,437,85.81,26,28,21,0.0,13,4.0
Chris Quinn,14,9,22,40.91,3,11,27.27,6,11,54.55,12,13,92.31,3,1,3,0.0,5,0.0
Chris Richard,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,,1,0.0
Chris Singleton,11,3,15,20.0,3,13,23.08,0,2,0.0,6,10,60.0,2,0,5,0.0,3,0.0
Chris Webber,75,53,136,38.97,44,114,38.6,9,22,40.91,50,68,73.53,40,0,15,0.0,3,1.0
Chris Wilcox,41,23,44,52.27,23,44,52.27,0,0,0.0,20,28,71.43,11,3,15,0.0,7,0.0
Chris Wright,2,1,1,100.0,1,1,100.0,0,0,0.0,0,1,0.0,1,0,2,0.0,1,0.0
Christian Eyenga,2,1,1,100.0,1,1,100.0,0,0,0.0,0,0,0.0,1,0,1,0.0,1,0.0
Christian Laettner,5,2,4,50.0,2,4,50.0,0,0,0.0,6,8,75.0,1,0,2,0.0,1,0.0
Christian Wood,1,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,1,0.0,1,0.0
Chucky Atkins,65,42,86,48.84,23,36,63.89,19,50,38.0,56,77,72.73,14,3,2,1.0,6,2.0
Clar. Weatherspoon,2,2,2,100.0,2,2,100.0,0,0,0.0,0,0,0.0,2,0,1,0.0,1,0.0
Cleanthony Early,4,2,5,40.0,1,2,50.0,1,3,33.33,1,2,50.0,1,1,0,0.0,1,0.0
Clifford Robinson,27,10,22,45.45,6,12,50.0,4,10,40.0,8,11,72.73,7,0,10,0.0,3,0.0
Clint Capela,10,5,6,83.33,5,6,83.33,0,0,0.0,1,1,100.0,4,0,2,0.0,3,0.0
Cody Zeller,33,12,20,60.0,12,20,60.0,0,0,0.0,17,27,62.96,5,1,19,0.0,4,0.0
Cole Aldrich,13,8,14,57.14,8,14,57.14,0,0,0.0,1,1,100.0,3,1,9,0.0,5,0.0
Corey Brewer,95,39,108,36.11,29,72,40.28,10,36,27.78,55,77,71.43,23,6,28,0.0,11,1.0
Corey Maggette,120,68,164,41.46,56,128,43.75,12,36,33.33,178,203,87.68,42,16,17,1.0,8,3.0
Corliss Williamson,23,11,31,35.48,11,30,36.67,0,1,0.0,9,11,81.82,8,1,9,0.0,2,0.0
Cory Alexander,1,0,0,0.0,0,0,0.0,0,0,0.0,2,2,100.0,0,0,0,,1,0.0
Cory Joseph,50,17,36,47.22,14,21,66.67,3,15,20.0,29,39,74.36,7,3,6,0.0,7,1.0
Courtney Lee,129,39,119,32.77,25,63,39.68,14,56,25.0,101,117,86.32,22,6,10,0.0,10,1.0
Craig Brackins,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,,1,0.0
Craig Smith,24,11,22,50.0,11,20,55.0,0,2,0.0,9,13,69.23,6,2,13,0.0,5,0.0
Cristiano Felicio,3,0,1,0.0,0,1,0.0,0,0,0.0,2,2,100.0,0,0,5,0.0,2,0.0
Cuttino Mobley,75,35,89,39.33,20,52,38.46,15,37,40.54,55,67,82.09,17,8,8,0.0,5,2.0
D'Angelo Russell,28,14,43,32.56,7,16,43.75,7,27,25.93,15,18,83.33,3,3,1,0.0,3,0.0
D.J. Augustin,101,49,127,38.58,21,60,35.0,28,67,41.79,83,94,88.3,22,10,4,0.0,10,1.0
DJ White,7,3,6,50.0,3,6,50.0,0,0,0.0,3,4,75.0,2,0,3,0.0,3,0.0
DaJuan Summers,3,0,1,0.0,0,0,0.0,0,1,0.0,4,6,66.67,0,0,0,0.0,2,0.0
Daequan Cook,45,15,49,30.61,3,11,27.27,12,38,31.58,23,29,79.31,12,2,3,0.0,6,1.0
Dahntay Jones,30,6,23,26.09,6,20,30.0,0,3,0.0,17,25,68.0,2,3,5,0.0,10,0.0
Dale Davis,16,2,5,40.0,2,5,40.0,0,0,0.0,7,12,58.33,1,1,10,0.0,3,0.0
Damian Jones,1,1,1,100.0,1,1,100.0,0,0,0.0,0,0,0.0,1,0,0,0.0,1,0.0
Damian Lillard,172,147,358,41.06,93,197,47.21,54,161,33.54,192,217,88.48,51,21,17,1.0,6,4.0
