player,total_games,shots_made,total_shots,shooting%,2pt_made,2pt_attempts,2pt%,3pt_made,3pt_attempts,3pt%,FT_made,FT_Attempts,FT%,total_assists,total_blocks,off_rebound,is_clutch,years_played,clutch_years
Linton Johnson,5,2,4,50.0,2,3,66.67,0,1,0.0,2,3,66.67,1,1,4,0.0,2,0.0
Lionel Chalmers,1,0,1,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0,0.0,1,0.0
Lonny Baxter,1,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,1,0.0
Lonzo Ball,16,8,22,36.36,2,5,40.0,6,17,35.29,2,5,40.0,4,2,3,0.0,1,0.0
Lorenzen Wright,19,4,15,26.67,4,15,26.67,0,0,0.0,6,11,54.55,3,2,12,0.0,4,0.0
Lorenzo Brown,2,1,1,100.0,1,1,100.0,0,0,0.0,1,2,50.0,0,0,0,0.0,1,0.0
Lou Amundson,10,5,8,62.5,5,8,62.5,0,0,0.0,7,9,77.78,3,0,6,0.0,7,0.0
Lou Williams,163,102,275,37.09,60,136,44.12,42,139,30.22,112,130,86.15,37,13,12,0.0,11,4.0
Luc Mbah a Moute,69,15,47,31.91,15,41,36.59,0,6,0.0,30,44,68.18,10,6,27,0.0,10,0.0
Lucas Nogueira,5,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,,2,0.0
Lucious Harris,4,2,4,50.0,1,2,50.0,1,2,50.0,0,0,0.0,2,0,0,0.0,1,0.0
Luis Scola,98,67,128,52.34,67,122,54.92,0,6,0.0,38,52,73.08,44,9,27,1.0,10,3.0
Luke Babbitt,21,7,20,35.0,3,12,25.0,4,8,50.0,6,7,85.71,5,1,7,0.0,6,0.0
Luke Harangody,3,0,0,0.0,0,0,0.0,0,0,0.0,4,4,100.0,0,0,1,,1,0.0
Luke Jackson,3,5,5,100.0,4,4,100.0,1,1,100.0,1,2,50.0,2,0,0,0.0,2,0.0
Luke Kennard,3,0,3,0.0,0,0,0.0,0,3,0.0,2,2,100.0,0,0,1,0.0,1,0.0
Luke Kornet,1,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,1,0.0
Luke Ridnour,145,62,180,34.44,51,124,41.13,11,56,19.64,115,138,83.33,17,7,8,0.0,11,3.0
Luke Walton,40,15,31,48.39,12,23,52.17,3,8,37.5,17,22,77.27,12,4,13,0.0,6,0.0
Luol Deng,212,88,237,37.13,68,167,40.72,20,70,28.57,108,157,68.79,60,16,50,0.0,13,4.0
Luther Head,57,21,61,34.43,10,29,34.48,11,32,34.38,25,31,80.65,13,10,4,0.0,4,1.0
Maciej Lampe,1,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,1,0.0
Malcolm Brogdon,12,4,8,50.0,3,5,60.0,1,3,33.33,7,8,87.5,2,1,1,0.0,2,0.0
Malcolm Delaney,7,2,7,28.57,1,3,33.33,1,4,25.0,3,4,75.0,1,0,0,0.0,2,0.0
Malcolm Lee,1,1,1,100.0,1,1,100.0,0,0,0.0,2,2,100.0,0,0,0,0.0,2,0.0
Malcolm Thomas,1,1,1,100.0,1,1,100.0,0,0,0.0,0,0,0.0,1,0,0,0.0,1,0.0
Malik Allen,12,5,15,33.33,5,15,33.33,0,0,0.0,1,3,33.33,3,0,4,0.0,5,0.0
Malik Beasley,1,0,0,0.0,0,0,0.0,0,0,0.0,2,4,50.0,0,0,0,,1,0.0
Malik Hairston,2,1,1,100.0,1,1,100.0,0,0,0.0,0,0,0.0,1,0,1,0.0,1,0.0
Malik Monk,3,0,4,0.0,0,0,0.0,0,4,0.0,3,3,100.0,0,0,0,0.0,1,0.0
Malik Rose,27,5,14,35.71,5,14,35.71,0,0,0.0,17,25,68.0,4,2,1,0.0,4,0.0
Manny Harris,3,0,2,0.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,1,0.0,2,0.0
Manu Ginobili,215,105,285,36.84,76,170,44.71,29,115,25.22,266,327,81.35,47,17,24,0.0,14,2.0
MarShon Brooks,14,3,9,33.33,2,8,25.0,1,1,100.0,6,8,75.0,0,2,2,0.0,4,0.0
Marc Gasol,204,90,218,41.28,85,189,44.97,5,29,17.24,132,181,72.93,64,14,63,1.0,10,5.0
Marc Jackson,32,11,40,27.5,11,39,28.21,0,1,0.0,15,22,68.18,7,3,14,0.0,3,0.0
Marcelo Huertas,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,,1,0.0
Marcin Gortat,120,53,101,52.48,53,100,53.0,0,1,0.0,51,73,69.86,39,12,50,1.0,10,2.0
Marco Belinelli,117,55,145,37.93,29,59,49.15,26,86,30.23,63,72,87.5,40,4,8,0.0,10,1.0
Marcus Banks,17,14,26,53.85,13,21,61.9,1,5,20.0,9,10,90.0,5,1,3,0.0,3,1.0
Marcus Camby,107,30,70,42.86,30,65,46.15,0,5,0.0,27,38,71.05,14,2,49,1.0,9,0.0
Marcus Fizer,4,0,2,0.0,0,2,0.0,0,0,0.0,4,4,100.0,0,0,0,0.0,1,0.0
Marcus Georges-Hunt,2,0,1,0.0,0,1,0.0,0,0,0.0,6,8,75.0,0,0,0,0.0,2,0.0
Marcus Morris,76,30,91,32.97,18,48,37.5,12,43,27.91,24,40,60.0,15,4,12,0.0,7,0.0
Marcus Paige,1,0,1,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0,0.0,1,0.0
Marcus Smart,57,20,53,37.74,9,20,45.0,11,33,33.33,31,39,79.49,14,2,19,0.0,4,1.0
Marcus Thornton,79,56,135,41.48,26,62,41.94,30,73,41.1,44,53,83.02,36,11,11,1.0,8,2.0
Marcus Williams,12,6,19,31.58,6,15,40.0,0,4,0.0,10,13,76.92,1,2,2,0.0,3,0.0
Mardy Collins,15,1,7,14.29,1,6,16.67,0,1,0.0,4,10,40.0,0,0,3,0.0,4,0.0
Mario Chalmers,89,37,102,36.27,27,47,57.45,10,55,18.18,51,65,78.46,10,3,12,0.0,9,1.0
Mario Hezonja,11,5,17,29.41,2,6,33.33,3,11,27.27,1,2,50.0,2,0,1,0.0,2,0.0
Mario West,4,1,1,100.0,1,1,100.0,0,0,0.0,4,6,66.67,0,0,0,0.0,3,0.0
Mark Blount,58,33,80,41.25,27,67,40.3,6,13,46.15,22,26,84.62,27,7,15,1.0,5,2.0
Mark Madsen,2,0,7,0.0,0,2,0.0,0,5,0.0,0,0,0.0,0,0,1,0.0,2,0.0
Markel Brown,5,3,6,50.0,3,4,75.0,0,2,0.0,2,2,100.0,2,0,1,0.0,2,0.0
Markieff Morris,96,57,122,46.72,45,86,52.33,12,36,33.33,39,56,69.64,36,4,21,1.0,7,3.0
Marko Jaric,48,15,53,28.3,12,40,30.0,3,13,23.08,20,31,64.52,9,4,12,0.0,4,0.0
Marquese Chriss,12,6,10,60.0,4,8,50.0,2,2,100.0,1,6,16.67,4,1,3,0.0,2,0.0
Marquis Daniels,56,25,72,34.72,23,55,41.82,2,17,11.76,18,28,64.29,10,8,13,0.0,9,0.0
Marquis Teague,2,1,3,33.33,1,2,50.0,0,1,0.0,0,0,0.0,0,0,0,0.0,2,0.0
Marreese Speights,34,16,39,41.03,15,35,42.86,1,4,25.0,12,16,75.0,8,3,19,0.0,10,0.0
Martell Webster,81,38,95,40.0,18,39,46.15,20,56,35.71,21,27,77.78,30,5,9,0.0,9,2.0
Marvin Williams,177,65,152,42.76,42,84,50.0,23,68,33.82,75,101,74.26,56,6,46,1.0,13,2.0
Mason Plumlee,35,13,23,56.52,13,21,61.9,0,2,0.0,16,24,66.67,10,2,8,0.0,5,0.0
Mateen Cleaves,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,,1,0.0
Matt Barnes,138,37,100,37.0,20,45,44.44,17,55,30.91,54,76,71.05,21,7,30,0.0,13,0.0
Matt Bonner,57,20,51,39.22,13,27,48.15,7,24,29.17,6,10,60.0,15,1,11,0.0,11,1.0
Matt Carroll,54,26,70,37.14,17,39,43.59,9,31,29.03,39,45,86.67,18,8,4,0.0,7,1.0
Matt Freije,2,0,3,0.0,0,1,0.0,0,2,0.0,0,1,0.0,0,1,0,0.0,1,0.0
Matt Harpring,56,26,54,48.15,23,44,52.27,3,10,30.0,39,51,76.47,21,3,18,0.0,5,1.0
Matthew Dellavedova,35,6,33,18.18,1,12,8.33,5,21,23.81,15,21,71.43,5,2,4,0.0,5,0.0
Maurice Evans,37,14,40,35.0,8,20,40.0,6,20,30.0,18,21,85.71,10,3,7,0.0,7,0.0
Maurice Harkless,33,11,20,55.0,11,16,68.75,0,4,0.0,6,10,60.0,6,2,19,0.0,5,0.0
Maurice Ndour,1,1,1,100.0,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0,0.0,1,0.0
Maurice Taylor,14,6,18,33.33,6,18,33.33,0,0,0.0,4,5,80.0,5,2,2,0.0,3,0.0
Maxi Kleber,6,1,4,25.0,1,3,33.33,0,1,0.0,1,2,50.0,1,0,1,0.0,1,0.0
Mehmet Okur,108,64,149,42.95,32,65,49.23,32,84,38.1,76,87,87.36,48,5,23,1.0,7,2.0
Melvin Ely,15,10,16,62.5,10,15,66.67,0,1,0.0,3,9,33.33,5,0,5,0.0,4,0.0
Melvin Sanders,1,1,1,100.0,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0,0.0,1,0.0
Metta World Peace,140,68,201,33.83,44,118,37.29,24,83,28.92,62,84,73.81,22,12,26,0.0,12,2.0
Meyers Leonard,15,4,13,30.77,4,8,50.0,0,5,0.0,12,13,92.31,3,1,4,0.0,4,0.0
Michael Beasley,87,64,146,43.84,55,118,46.61,9,28,32.14,39,50,78.0,23,12,23,1.0,10,2.0
Michael Carter-Williams,56,35,85,41.18,30,74,40.54,5,11,45.45,38,58,65.52,9,6,11,1.0,5,2.0
Michael Curry,1,1,1,100.0,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0,0.0,1,0.0
Michael Doleac,7,0,2,0.0,0,2,0.0,0,0,0.0,4,6,66.67,0,0,2,0.0,3,0.0
Michael Finley,83,33,85,38.82,13,35,37.14,20,50,40.0,45,59,76.27,30,2,5,0.0,6,2.0
Michael Harris,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,,1,0.0
Michael Kidd-Gilchrist,43,10,18,55.56,10,17,58.82,0,1,0.0,23,37,62.16,9,2,11,0.0,6,0.0
Michael Olowokandi,3,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0.0,0,1,3,0.0,2,0.0
Michael Redd,144,107,277,38.63,81,187,43.32,26,90,28.89,143,172,83.14,49,18,19,0.0,8,1.0
Michael Ruffin,16,3,8,37.5,3,8,37.5,0,0,0.0,3,6,50.0,2,1,7,0.0,4,0.0
Michael Sweetney,15,6,12,50.0,6,12,50.0,0,0,0.0,7,11,63.64,4,1,8,0.0,2,0.0
Mickael Gelabale,10,5,6,83.33,4,5,80.0,1,1,100.0,4,7,57.14,5,1,1,0.0,1,0.0
Mickael Pietrus,49,19,51,37.25,11,17,64.71,8,34,23.53,8,13,61.54,12,1,12,0.0,9,0.0
Mickell Gladness,1,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,1,0.0
Mike Bibby,147,86,227,37.89,50,102,49.02,36,125,28.8,83,101,82.18,48,6,10,0.0,8,1.0
Mike Conley,218,124,325,38.15,84,202,41.58,40,123,32.52,178,237,75.11,45,15,6,0.0,11,4.0
Mike Dunleavy,162,54,152,35.53,28,70,40.0,26,82,31.71,71,95,74.74,34,6,24,0.0,13,1.0
Mike James,94,56,152,36.84,29,79,36.71,27,73,36.99,56,78,71.79,22,10,5,0.0,7,1.0
Mike Miller,141,72,166,43.37,35,79,44.3,37,87,42.53,40,48,83.33,44,7,17,1.0,12,4.0
Mike Muscala,9,5,8,62.5,2,3,66.67,3,5,60.0,0,0,0.0,5,1,5,0.0,3,0.0
Mike Scott,19,11,27,40.74,6,10,60.0,5,17,29.41,1,1,100.0,10,1,2,0.0,5,0.0
Mike Taylor,3,3,5,60.0,3,5,60.0,0,0,0.0,0,0,0.0,1,0,0,0.0,1,0.0
Mikki Moore,34,12,21,57.14,12,19,63.16,0,2,0.0,9,18,50.0,7,1,10,0.0,7,0.0
Miles Plumlee,19,7,12,58.33,7,12,58.33,0,0,0.0,2,4,50.0,5,0,8,0.0,5,0.0
Milos Teodosic,6,1,3,33.33,0,0,0.0,1,3,33.33,0,1,0.0,1,0,1,0.0,1,0.0
Milt Palacio,22,10,27,37.04,10,25,40.0,0,2,0.0,6,11,54.55,5,2,0,0.0,2,0.0
Mindaugas Kuzminskas,3,1,5,20.0,1,1,100.0,0,4,0.0,0,0,0.0,1,0,0,0.0,1,0.0
Miroslav Raduljica,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,,1,0.0
Mirza Teletovic,29,11,33,33.33,2,3,66.67,9,30,30.0,7,9,77.78,9,1,4,0.0,5,0.0
Mitch McGary,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,,1,0.0
Mo Williams,197,98,296,33.11,64,170,37.65,34,126,26.98,186,208,89.42,33,11,12,0.0,12,3.0
Monta Ellis,255,183,459,39.87,146,337,43.32,37,122,30.33,219,290,75.52,62,26,26,0.0,12,5.0
Montrezl Harrell,10,3,5,60.0,3,4,75.0,0,1,0.0,5,6,83.33,1,0,7,0.0,3,0.0
Moochie Norris,2,0,1,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,1,0.0,1,0.0
Morris Almond,1,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,1,0.0
Morris Peterson,63,26,77,33.77,12,41,29.27,14,36,38.89,31,34,91.18,14,4,13,0.0,5,0.0
Myles Turner,43,17,38,44.74,14,28,50.0,3,10,30.0,20,31,64.52,11,2,16,0.0,3,1.0
Nando De Colo,2,0,3,0.0,0,1,0.0,0,2,0.0,4,4,100.0,0,0,0,0.0,1,0.0
Nate Robinson,109,83,205,40.49,61,130,46.92,22,75,29.33,106,133,79.7,22,13,9,1.0,9,3.0
Nate Wolters,5,1,5,20.0,0,2,0.0,1,3,33.33,2,2,100.0,0,1,0,0.0,1,0.0
Nazr Mohammed,43,20,44,45.45,20,44,45.45,0,0,0.0,19,28,67.86,10,5,30,0.0,8,0.0
Ndudi Ebi,1,0,0,0.0,0,0,0.0,0,0,0.0,2,2,100.0,0,0,0,,1,0.0
Nemanja Bjelica,14,6,13,46.15,2,5,40.0,4,8,50.0,6,10,60.0,6,3,1,0.0,3,0.0
Nenad Krstic,41,17,36,47.22,17,36,47.22,0,0,0.0,20,27,74.07,14,5,17,0.0,7,0.0
Nene,139,69,120,57.5,69,118,58.47,0,2,0.0,75,120,62.5,46,11,44,1.0,12,4.0
Nerlens Noel,32,13,24,54.17,13,24,54.17,0,0,0.0,10,15,66.67,10,0,9,0.0,4,1.0
Nick Calathes,5,2,6,33.33,1,2,50.0,1,4,25.0,1,1,100.0,1,0,1,0.0,2,0.0
Nick Collison,82,29,52,55.77,29,52,55.77,0,0,0.0,29,45,64.44,18,4,32,0.0,12,0.0
Nick Fazekas,1,1,1,100.0,1,1,100.0,0,0,0.0,1,2,50.0,1,0,0,0.0,1,0.0
Nick Johnson,3,1,1,100.0,1,1,100.0,0,0,0.0,0,2,0.0,1,0,0,0.0,1,0.0
Nick Van Exel,17,6,16,37.5,3,6,50.0,3,10,30.0,7,9,77.78,4,0,2,0.0,2,0.0
Nick Young,92,45,137,32.85,23,58,39.66,22,79,27.85,51,61,83.61,26,8,9,0.0,10,1.0
Nicolas Batum,172,66,196,33.67,30,70,42.86,36,126,28.57,77,95,81.05,50,10,29,0.0,10,2.0
Nik Stauskas,19,9,29,31.03,3,10,30.0,6,19,31.58,7,9,77.78,7,3,1,0.0,3,0.0
Nikola Jokic,43,15,48,31.25,8,29,27.59,7,19,36.84,26,30,86.67,11,5,11,0.0,3,0.0
Nikola Mirotic,45,12,45,26.67,4,16,25.0,8,29,27.59,25,33,75.76,11,2,4,0.0,4,0.0
Nikola Pekovic,39,29,55,52.73,29,55,52.73,0,0,0.0,16,20,80.0,23,4,16,0.0,5,1.0
Nikola Vucevic,90,47,131,35.88,47,124,37.9,0,7,0.0,44,62,70.97,32,7,34,0.0,7,3.0
Noah Vonleh,3,2,2,100.0,2,2,100.0,0,0,0.0,0,0,0.0,1,0,2,0.0,2,0.0
Nolan Smith,4,1,2,50.0,1,1,100.0,0,1,0.0,2,4,50.0,0,0,0,0.0,2,0.0
Norman Powell,19,7,20,35.0,4,11,36.36,3,9,33.33,7,8,87.5,4,1,0,0.0,3,0.0
Norris Cole,27,7,20,35.0,4,9,44.44,3,11,27.27,11,18,61.11,6,1,0,0.0,6,0.0
O.J. Mayo,152,92,272,33.82,56,145,38.62,36,127,28.35,89,114,78.07,38,19,12,0.0,8,2.0
OG Anunoby,2,0,0,0.0,0,0,0.0,0,0,0.0,1,2,50.0,0,0,0,,1,0.0
Obinna Ekezie,6,2,3,66.67,2,3,66.67,0,0,0.0,3,4,75.0,2,0,1,0.0,1,0.0
Okaro White,1,1,1,100.0,0,0,0.0,1,1,100.0,2,2,100.0,1,0,0,0.0,1,0.0
Oleksiy Pecherov,1,0,1,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0,0.0,1,0.0
Omer Asik,27,6,15,40.0,6,15,40.0,0,0,0.0,8,12,66.67,4,4,10,0.0,6,0.0
Omri Casspi,44,13,40,32.5,9,19,47.37,4,21,19.05,14,23,60.87,11,1,10,0.0,5,1.0
Orien Greene,11,4,7,57.14,4,6,66.67,0,1,0.0,4,8,50.0,1,0,3,0.0,1,0.0
Orlando Johnson,1,0,1,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0,0.0,1,0.0
Othella Harrington,5,3,7,42.86,3,7,42.86,0,0,0.0,4,5,80.0,3,1,3,0.0,2,0.0
Othello Hunter,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,,1,0.0
Othyus Jeffers,4,0,1,0.0,0,1,0.0,0,0,0.0,2,4,50.0,0,1,2,0.0,1,0.0
Otto Porter,16,5,12,41.67,3,6,50.0,2,6,33.33,2,3,66.67,4,0,4,0.0,3,0.0
Otto Porter Jr.,39,15,36,41.67,8,17,47.06,7,19,36.84,22,27,81.48,10,1,12,0.0,2,2.0
P.J. Brown,44,15,42,35.71,15,42,35.71,0,0,0.0,31,33,93.94,12,2,16,0.0,3,0.0
PJ Hairston,3,1,3,33.33,0,0,0.0,1,3,33.33,0,0,0.0,1,0,0,0.0,2,0.0
PJ Tucker,100,39,82,47.56,31,57,54.39,8,25,32.0,43,56,76.79,19,3,50,1.0,6,2.0
Pablo Prigioni,8,0,6,0.0,0,2,0.0,0,4,0.0,1,2,50.0,0,1,1,0.0,3,0.0
Pape Sow,2,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,1,0,0.0,2,0.0
Pascal Siakam,5,1,1,100.0,1,1,100.0,0,0,0.0,0,0,0.0,1,0,1,0.0,1,0.0
Pat Burke,1,0,3,0.0,0,3,0.0,0,0,0.0,2,2,100.0,0,0,1,0.0,1,0.0
Pat Connaughton,9,2,5,40.0,2,4,50.0,0,1,0.0,4,4,100.0,0,2,2,0.0,2,0.0
Pat Garrity,8,4,13,30.77,1,3,33.33,3,10,30.0,0,0,0.0,4,0,1,0.0,2,0.0
Patrick Beverley,50,16,41,39.02,6,13,46.15,10,28,35.71,23,32,71.88,11,1,14,0.0,6,0.0
Patrick O'Bryant,1,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,1,0,0.0,1,0.0
Patrick Patterson,81,28,59,47.46,17,30,56.67,11,29,37.93,12,16,75.0,22,3,30,0.0,8,2.0
Patty Mills,45,21,58,36.21,9,18,50.0,12,40,30.0,28,33,84.85,12,0,4,0.0,9,1.0
Pau Gasol,267,145,319,45.45,138,299,46.15,7,20,35.0,168,240,70.0,73,32,100,1.0,14,6.0
Paul Davis,1,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,1,0.0
Paul George,159,88,259,33.98,48,123,39.02,40,136,29.41,149,174,85.63,42,16,19,0.0,8,1.0
Paul Millsap,202,141,317,44.48,115,243,47.33,26,74,35.14,134,174,77.01,97,24,73,1.0,12,6.0
Paul Pierce,305,199,515,38.64,134,340,39.41,65,175,37.14,279,364,76.65,83,36,20,0.0,13,5.0
Paul Zipser,7,2,5,40.0,1,2,50.0,1,3,33.33,0,0,0.0,2,0,3,0.0,2,0.0
Peja Stojakovic,88,40,113,35.4,14,45,31.11,26,68,38.24,58,64,90.62,31,2,5,0.0,7,1.0
Pero Antic,17,7,14,50.0,2,4,50.0,5,10,50.0,6,6,100.0,6,1,4,0.0,2,0.0
Perry Jones,1,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,1,0.0
Phil Pressey,5,3,7,42.86,2,5,40.0,1,2,50.0,2,2,100.0,1,0,0,0.0,3,0.0
Pooh Jeter,7,4,8,50.0,3,6,50.0,1,2,50.0,1,2,50.0,1,1,0,0.0,1,0.0
Pops Mensah-Bonsu,1,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0.0,1,0.0
Predrag Drobnjak,9,3,11,27.27,2,7,28.57,1,4,25.0,2,2,100.0,2,0,3,0.0,1,0.0
Primoz Brezec,29,21,43,48.84,21,43,48.84,0,0,0.0,15,20,75.0,15,2,13,0.0,3,2.0
Quentin Richardson,75,33,83,39.76,16,35,45.71,17,48,35.42,25,30,83.33,17,7,12,0.0,8,2.0
Quincy Acy,26,3,14,21.43,1,4,25.0,2,10,20.0,6,8,75.0,2,2,6,0.0,5,0.0
Quincy Douby,10,2,11,18.18,2,5,40.0,0,6,0.0,7,8,87.5,0,0,1,0.0,3,0.0
Quincy Miller,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,,1,0.0
Quincy Pondexter,19,8,20,40.0,6,10,60.0,2,10,20.0,5,6,83.33,4,1,2,0.0,3,0.0
Quinn Cook,4,0,3,0.0,0,2,0.0,0,1,0.0,4,4,100.0,0,2,1,0.0,2,0.0
Quinton Ross,36,14,27,51.85,12,22,54.55,2,5,40.0,3,4,75.0,10,4,6,0.0,6,0.0
Qyntel Woods,5,5,5,100.0,4,4,100.0,1,1,100.0,1,1,100.0,2,0,1,0.0,1,0.0
Raef LaFrentz,28,3,22,13.64,2,6,33.33,1,16,6.25,9,12,75.0,2,1,12,0.0,2,0.0
Rafer Alston,112,47,122,38.52,27,59,45.76,20,63,31.75,90,127,70.87,21,4,11,0.0,6,2.0
Raja Bell,97,35,94,37.23,18,45,40.0,17,49,34.69,45,54,83.33,28,5,12,0.0,8,1.0
Rajon Rondo,179,62,181,34.25,58,157,36.94,4,24,16.67,38,68,55.88,17,10,34,0.0,12,1.0
Ramon Sessions,97,42,117,35.9,39,100,39.0,3,17,17.65,71,103,68.93,16,10,15,0.0,10,1.0
Randolph Morris,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,,2,0.0
Randy Foye,157,86,235,36.6,60,137,43.8,26,98,26.53,107,123,86.99,29,15,16,0.0,11,2.0
Rashad McCants,40,18,56,32.14,10,25,40.0,8,31,25.81,10,13,76.92,10,1,4,0.0,4,0.0
Rashard Lewis,137,72,173,41.62,41,97,42.27,31,76,40.79,95,115,82.61,37,9,34,1.0,9,3.0
Rasheed Wallace,118,55,179,30.73,32,90,35.56,23,89,25.84,30,45,66.67,35,5,30,0.0,6,0.0
Rasho Nesterovic,21,10,19,52.63,10,19,52.63,0,0,0.0,4,5,80.0,8,1,4,0.0,5,0.0
Rasual Butler,90,49,120,40.83,21,46,45.65,28,74,37.84,46,54,85.19,35,0,14,1.0,11,2.0
Raul Lopez,3,4,4,100.0,2,2,100.0,2,2,100.0,1,3,33.33,2,0,0,0.0,1,0.0
Raul Neto,2,0,1,0.0,0,0,0.0,0,1,0.0,0,2,0.0,0,0,0,0.0,1,0.0
Ray Allen,220,142,349,40.69,65,151,43.05,77,198,38.89,149,169,88.17,88,17,27,1.0,10,5.0
Ray McCallum,12,5,18,27.78,4,12,33.33,1,6,16.67,1,2,50.0,2,0,4,0.0,2,0.0
Raymond Felton,228,126,367,34.33,102,270,37.78,24,97,24.74,192,258,74.42,35,29,39,0.0,13,2.0
Reggie Bullock,11,2,11,18.18,0,2,0.0,2,9,22.22,1,2,50.0,2,1,1,0.0,3,0.0
Reggie Evans,32,3,10,30.0,3,10,30.0,0,0,0.0,11,19,57.89,0,1,14,0.0,9,0.0
Reggie Jackson,83,64,173,36.99,52,127,40.94,12,46,26.09,107,123,86.99,8,11,7,0.0,6,2.0
Reggie Miller,24,17,42,40.48,10,14,71.43,7,28,25.0,16,17,94.12,15,0,2,0.0,1,1.0
Reggie Williams,26,10,27,37.04,3,12,25.0,7,15,46.67,8,11,72.73,9,3,4,0.0,4,0.0
Renaldo Balkman,12,2,3,66.67,2,3,66.67,0,0,0.0,4,4,100.0,0,1,7,0.0,2,0.0
Richard Hamilton,142,100,265,37.74,90,219,41.1,10,46,21.74,150,175,85.71,60,22,19,0.0,9,4.0
Richard Jefferson,176,87,210,41.43,67,148,45.27,20,62,32.26,129,169,76.33,60,15,28,1.0,13,3.0
Richaun Holmes,14,3,7,42.86,1,2,50.0,2,5,40.0,5,6,83.33,3,0,4,0.0,3,0.0
Richie Frahm,8,4,11,36.36,2,4,50.0,2,7,28.57,3,4,75.0,3,1,0,0.0,3,0.0
Rick Brunson,20,8,23,34.78,4,11,36.36,4,12,33.33,18,23,78.26,5,0,2,0.0,1,0.0
Ricky Davis,118,78,196,39.8,54,128,42.19,24,68,35.29,78,99,78.79,40,6,20,0.0,6,2.0
Ricky Ledo,1,1,1,100.0,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0,0.0,1,0.0
Ricky Rubio,111,36,114,31.58,23,75,30.67,13,39,33.33,95,118,80.51,15,11,15,0.0,7,1.0
Rob Kurz,1,0,0,0.0,0,0,0.0,0,0,0.0,2,2,100.0,0,0,1,,1,0.0
Robbie Hummel,4,2,3,66.67,1,1,100.0,1,2,50.0,0,0,0.0,2,0,1,0.0,2,0.0
Robert Covington,64,30,80,37.5,11,27,40.74,19,53,35.85,45,56,80.36,24,6,11,0.0,4,2.0
