player,total_games,shots_made,total_shots,shooting%,2pt_made,2pt_attempts,2pt%,3pt_made,3pt_attempts,3pt%,FT_made,FT_Attempts,FT%,total_assists,total_blocks,off_rebound,is_clutch,years_played,clutch_years
Robert Horry,23,8,20,40.0,2,5,40.0,6,15,40.0,4,8,50.0,8,0,6,0.0,4,0.0
Robert Sacre,4,1,4,25.0,1,4,25.0,0,0,0.0,4,4,100.0,1,0,1,0.0,2,0.0
Robert Swift,2,1,1,100.0,1,1,100.0,0,0,0.0,3,4,75.0,1,0,0,0.0,1,0.0
Robert Traylor,4,2,3,66.67,2,2,100.0,0,1,0.0,2,2,100.0,1,0,3,0.0,1,0.0
Robin Lopez,71,24,53,45.28,24,51,47.06,0,2,0.0,35,42,83.33,18,6,31,0.0,9,0.0
Rod Strickland,1,0,0,0.0,0,0,0.0,0,0,0.0,2,2,100.0,0,0,0,,1,0.0
Rodney Buford,5,0,5,0.0,0,4,0.0,0,1,0.0,2,2,100.0,0,1,0,0.0,1,0.0
Rodney Carney,17,6,14,42.86,4,7,57.14,2,7,28.57,6,7,85.71,5,2,1,0.0,5,0.0
Rodney Hood,47,31,81,38.27,21,43,48.84,10,38,26.32,26,31,83.87,10,5,3,0.0,4,0.0
Rodney McGruder,4,1,3,33.33,1,2,50.0,0,1,0.0,0,0,0.0,1,0,2,0.0,1,0.0
Rodney Rogers,10,4,10,40.0,3,5,60.0,1,5,20.0,1,2,50.0,3,1,2,0.0,1,0.0
Rodney Stuckey,137,78,214,36.45,62,167,37.13,16,47,34.04,95,121,78.51,21,23,20,0.0,10,3.0
Rodney White,5,3,7,42.86,1,5,20.0,2,2,100.0,0,0,0.0,3,0,0,0.0,1,0.0
Rodrigue Beaubois,13,7,13,53.85,7,11,63.64,0,2,0.0,4,7,57.14,2,1,0,0.0,4,0.0
Roger Mason Jr.,44,22,60,36.67,9,15,60.0,13,45,28.89,17,18,94.44,10,4,3,0.0,7,1.0
Roko Leni Ukic,6,9,9,100.0,7,7,100.0,2,2,100.0,0,0,0.0,1,0,0,0.0,1,0.0
Ron Baker,4,1,3,33.33,0,1,0.0,1,2,50.0,2,2,100.0,0,0,0,0.0,2,0.0
Ron Mercer,4,2,5,40.0,2,5,40.0,0,0,0.0,0,0,0.0,2,0,1,0.0,1,0.0
Ronald Dupree,4,2,3,66.67,2,3,66.67,0,0,0.0,2,2,100.0,1,0,2,0.0,3,0.0
Ronald Murray,58,34,66,51.52,22,42,52.38,12,24,50.0,31,42,73.81,14,4,3,1.0,6,2.0
Rondae Hollis-Jefferson,18,5,14,35.71,5,13,38.46,0,1,0.0,7,10,70.0,3,2,11,0.0,3,1.0
Ronnie Brewer,48,13,24,54.17,13,22,59.09,0,2,0.0,35,48,72.92,8,2,9,0.0,6,0.0
Ronnie Price,25,4,20,20.0,3,13,23.08,1,7,14.29,10,17,58.82,0,2,4,0.0,9,0.0
Ronny Turiaf,44,13,17,76.47,13,17,76.47,0,0,0.0,9,23,39.13,9,2,17,0.0,8,0.0
Roy Hibbert,95,30,81,37.04,30,79,37.97,0,2,0.0,37,48,77.08,17,5,35,0.0,7,1.0
Royal Ivey,21,4,16,25.0,2,10,20.0,2,6,33.33,6,13,46.15,3,1,0,0.0,6,0.0
Royce O'Neale,1,0,0,0.0,0,0,0.0,0,0,0.0,2,2,100.0,0,0,0,,1,0.0
Ruben Patterson,42,17,37,45.95,16,33,48.48,1,4,25.0,29,42,69.05,14,6,14,0.0,4,0.0
Rudy Fernandez,38,18,47,38.3,3,9,33.33,15,38,39.47,14,17,82.35,13,1,10,0.0,4,0.0
Rudy Gay,242,176,450,39.11,137,334,41.02,39,116,33.62,116,163,71.17,72,35,44,0.0,12,4.0
Rudy Gobert,50,19,33,57.58,19,33,57.58,0,0,0.0,29,55,52.73,13,4,33,0.0,4,1.0
Russ Smith,1,1,1,100.0,1,1,100.0,0,0,0.0,1,1,100.0,0,0,0,0.0,1,0.0
Russell Westbrook,260,232,619,37.48,194,447,43.4,38,172,22.09,270,332,81.33,35,37,77,0.0,10,5.0
Ryan Anderson,94,42,117,35.9,16,36,44.44,26,81,32.1,40,47,85.11,29,6,28,0.0,10,1.0
Ryan Arcidiacono,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,,1,0.0
Ryan Bowen,5,1,4,25.0,1,4,25.0,0,0,0.0,2,2,100.0,1,0,1,0.0,2,0.0
Ryan Gomes,73,24,71,33.8,18,44,40.91,6,27,22.22,30,39,76.92,14,4,26,0.0,7,0.0
Ryan Hollins,11,3,6,50.0,3,6,50.0,0,0,0.0,1,4,25.0,2,2,3,0.0,6,0.0
Ryan Kelly,12,3,9,33.33,1,4,25.0,2,5,40.0,5,7,71.43,3,1,3,0.0,3,0.0
Salah Mejri,11,0,0,0.0,0,0,0.0,0,0,0.0,4,10,40.0,0,0,6,,3,0.0
Salim Stoudamire,22,16,37,43.24,5,13,38.46,11,24,45.83,1,2,50.0,12,1,0,0.0,3,1.0
Sam Cassell,55,23,83,27.71,18,46,39.13,5,37,13.51,40,43,93.02,7,3,3,0.0,4,0.0
Sam Dekker,3,1,2,50.0,1,1,100.0,0,1,0.0,1,2,50.0,1,0,1,0.0,2,0.0
Sam Young,13,5,13,38.46,4,10,40.0,1,3,33.33,4,6,66.67,4,1,2,0.0,3,0.0
Samardo Samuels,5,2,5,40.0,2,5,40.0,0,0,0.0,1,2,50.0,0,0,2,0.0,2,0.0
Samuel Dalembert,128,44,82,53.66,44,82,53.66,0,0,0.0,54,85,63.53,25,6,55,1.0,11,1.0
Sarunas Jasikevicius,13,6,16,37.5,3,6,50.0,3,10,30.0,11,12,91.67,2,0,0,0.0,2,0.0
Sasha Pavlovic,28,13,41,31.71,5,17,29.41,8,24,33.33,9,14,64.29,12,6,5,0.0,6,0.0
Sasha Vujacic,48,20,58,34.48,5,15,33.33,15,43,34.88,22,29,75.86,14,1,2,0.0,8,0.0
Scot Pollard,4,2,3,66.67,2,3,66.67,0,0,0.0,0,0,0.0,0,1,2,0.0,2,0.0
Scott Padgett,11,8,12,66.67,3,3,100.0,5,9,55.56,0,2,0.0,6,0,2,0.0,3,0.0
Sean Kilpatrick,15,9,24,37.5,7,16,43.75,2,8,25.0,12,15,80.0,1,1,0,0.0,4,0.0
Sean Marks,4,2,3,66.67,2,3,66.67,0,0,0.0,4,7,57.14,1,0,2,0.0,2,0.0
Sean May,9,4,14,28.57,3,12,25.0,1,2,50.0,1,4,25.0,2,1,3,0.0,2,0.0
Sean Singletary,1,0,2,0.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,1,0.0,1,0.0
Sean Williams,5,2,3,66.67,2,3,66.67,0,0,0.0,2,2,100.0,1,1,3,0.0,2,0.0
Sebastian Telfair,62,17,71,23.94,11,36,30.56,6,35,17.14,24,35,68.57,2,4,3,0.0,10,0.0
Semi Ojeleye,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,,1,0.0
Serge Ibaka,135,47,114,41.23,39,82,47.56,8,32,25.0,39,50,78.0,29,5,56,1.0,9,3.0
Sergey Karasev,2,0,1,0.0,0,1,0.0,0,0,0.0,0,2,0.0,0,1,0,0.0,1,0.0
Sergio Rodriguez,12,3,12,25.0,2,9,22.22,1,3,33.33,7,11,63.64,0,2,0,0.0,4,0.0
Seth Curry,14,10,22,45.45,7,11,63.64,3,11,27.27,8,10,80.0,3,2,0,0.0,2,1.0
Shabazz Muhammad,15,4,14,28.57,3,7,42.86,1,7,14.29,6,9,66.67,3,0,3,0.0,4,0.0
Shabazz Napier,12,4,9,44.44,3,5,60.0,1,4,25.0,6,6,100.0,1,0,1,0.0,4,0.0
Shammond Williams,1,0,0,0.0,0,0,0.0,0,0,0.0,1,2,50.0,0,0,1,,1,0.0
Shandon Anderson,5,0,0,0.0,0,0,0.0,0,0,0.0,1,2,50.0,0,0,2,,2,0.0
Shane Battier,128,28,104,26.92,10,34,29.41,18,70,25.71,29,33,87.88,20,2,34,0.0,10,0.0
Shane Larkin,21,6,20,30.0,5,13,38.46,1,7,14.29,18,19,94.74,3,0,1,0.0,4,0.0
Shannon Brown,30,20,46,43.48,17,37,45.95,3,9,33.33,16,19,84.21,11,4,6,0.0,8,0.0
Shaquille Harrison,1,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,1,0.0
Shaquille O'Neal,60,25,56,44.64,25,56,44.64,0,0,0.0,25,69,36.23,9,3,32,0.0,7,1.0
Shareef Abdur-Rahim,27,9,27,33.33,6,19,31.58,3,8,37.5,20,26,76.92,4,2,5,0.0,3,0.0
Shaun Livingston,67,26,54,48.15,26,52,50.0,0,2,0.0,32,47,68.09,14,2,13,0.0,13,0.0
Shavlik Randolph,5,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,4,0.0,4,0.0
Shawn Bradley,1,1,1,100.0,1,1,100.0,0,0,0.0,0,0,0.0,0,0,1,0.0,1,0.0
Shawn Long,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,,1,0.0
Shawn Marion,154,94,184,51.09,88,163,53.99,6,21,28.57,73,89,82.02,68,10,38,1.0,11,5.0
Shawne Williams,26,3,19,15.79,1,6,16.67,2,13,15.38,10,13,76.92,2,0,3,0.0,6,0.0
Shelden Williams,16,4,9,44.44,4,8,50.0,0,1,0.0,12,14,85.71,2,0,6,0.0,5,0.0
Shelvin Mack,27,7,27,25.93,6,20,30.0,1,7,14.29,10,16,62.5,5,4,6,0.0,7,0.0
Sindarius Thornwell,1,1,1,100.0,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0,0.0,1,0.0
Skal Labissiere,3,2,2,100.0,1,1,100.0,1,1,100.0,1,2,50.0,2,0,0,0.0,2,0.0
Slava Medvedenko,1,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,1,0.0
Smush Parker,44,22,47,46.81,16,30,53.33,6,17,35.29,15,29,51.72,12,2,6,0.0,4,1.0
Solomon Alabi,1,1,2,50.0,1,2,50.0,0,0,0.0,0,0,0.0,0,1,1,0.0,1,0.0
Solomon Hill,30,8,18,44.44,7,13,53.85,1,5,20.0,16,20,80.0,4,0,7,0.0,4,0.0
Solomon Jones,3,4,5,80.0,4,4,100.0,0,1,0.0,2,2,100.0,2,0,3,0.0,3,0.0
Sonny Weems,12,5,11,45.45,4,7,57.14,1,4,25.0,3,7,42.86,4,1,2,0.0,2,0.0
Speedy Claxton,40,23,56,41.07,21,52,40.38,2,4,50.0,30,43,69.77,5,11,5,0.0,3,1.0
Spencer Dinwiddie,32,19,49,38.78,11,16,68.75,8,33,24.24,29,39,74.36,5,1,7,0.0,4,0.0
Spencer Hawes,67,31,75,41.33,21,47,44.68,10,28,35.71,11,15,73.33,25,6,20,1.0,10,1.0
Stacey Augmon,5,0,1,0.0,0,1,0.0,0,0,0.0,5,5,100.0,0,0,1,0.0,2,0.0
Stanley Johnson,19,3,8,37.5,0,1,0.0,3,7,42.86,12,13,92.31,3,0,2,0.0,3,0.0
Stephane Lasme,3,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,2,0.0,1,0.0
Stephen Curry,172,116,313,37.06,74,162,45.68,42,151,27.81,190,211,90.05,37,9,12,0.0,9,3.0
Stephen Graham,8,4,9,44.44,4,7,57.14,0,2,0.0,1,2,50.0,1,1,0,0.0,5,0.0
Stephen Jackson,162,81,242,33.47,54,125,43.2,27,117,23.08,113,142,79.58,46,14,12,0.0,9,1.0
Stephen Zimmerman,1,1,1,100.0,1,1,100.0,0,0,0.0,0,0,0.0,1,0,0,0.0,1,0.0
Stephon Marbury,80,72,182,39.56,65,144,45.14,7,38,18.42,70,95,73.68,11,14,6,0.0,4,2.0
Steve Blake,110,32,114,28.07,15,43,34.88,17,71,23.94,58,76,76.32,20,3,12,0.0,12,1.0
Steve Francis,62,37,101,36.63,35,87,40.23,2,14,14.29,67,86,77.91,7,3,12,0.0,4,0.0
Steve Nash,199,151,343,44.02,104,208,50.0,47,135,34.81,246,277,88.81,28,8,8,1.0,10,5.0
Steve Novak,28,7,27,25.93,0,6,0.0,7,21,33.33,6,9,66.67,7,0,6,0.0,8,0.0
Steven Adams,58,14,20,70.0,14,20,70.0,0,0,0.0,11,22,50.0,7,1,38,0.0,4,0.0
Steven Hunter,7,2,6,33.33,2,6,33.33,0,0,0.0,1,4,25.0,1,1,3,0.0,3,0.0
Steven Smith,9,2,17,11.76,2,8,25.0,0,9,0.0,1,2,50.0,1,0,0,0.0,1,0.0
Stromile Swift,16,7,15,46.67,7,14,50.0,0,1,0.0,12,14,85.71,5,1,7,0.0,4,0.0
Sundiata Gaines,14,3,11,27.27,0,2,0.0,3,9,33.33,4,9,44.44,3,2,4,0.0,3,0.0
T.J. Ford,87,63,133,47.37,55,106,51.89,8,27,29.63,66,90,73.33,10,12,14,1.0,7,3.0
T.J. McConnell,21,11,22,50.0,9,19,47.37,2,3,66.67,7,8,87.5,6,1,1,0.0,2,1.0
TJ McConnell,4,1,4,25.0,1,4,25.0,0,0,0.0,1,2,50.0,0,0,0,0.0,1,0.0
TJ Warren,31,12,31,38.71,12,24,50.0,0,7,0.0,27,32,84.38,6,2,3,0.0,4,1.0
Taj Gibson,92,23,61,37.7,23,60,38.33,0,1,0.0,29,47,61.7,19,5,29,0.0,9,0.0
Tamar Slay,1,0,0,0.0,0,0,0.0,0,0,0.0,0,2,0.0,0,0,0,,1,0.0
Tarence Kinsey,6,4,5,80.0,2,3,66.67,2,2,100.0,9,9,100.0,2,0,0,0.0,3,0.0
Tarik Black,7,4,5,80.0,4,5,80.0,0,0,0.0,3,8,37.5,3,0,4,0.0,3,0.0
Taurean Prince,19,9,21,42.86,2,7,28.57,7,14,50.0,12,12,100.0,6,3,2,0.0,2,1.0
Tayshaun Prince,205,97,240,40.42,82,192,42.71,15,48,31.25,54,80,67.5,42,10,54,1.0,12,4.0
Terrel Harris,1,1,3,33.33,1,2,50.0,0,1,0.0,0,0,0.0,0,1,2,0.0,1,0.0
Terrence Jones,26,10,20,50.0,8,16,50.0,2,4,50.0,11,19,57.89,8,5,9,0.0,4,0.0
Terrence Ross,50,19,51,37.25,7,13,53.85,12,38,31.58,25,30,83.33,15,2,3,0.0,6,0.0
Terrence Williams,14,4,12,33.33,4,10,40.0,0,2,0.0,7,9,77.78,3,0,2,0.0,4,0.0
Terry Rozier,16,8,16,50.0,2,5,40.0,6,11,54.55,3,4,75.0,5,0,2,0.0,3,1.0
Thabo Sefolosha,90,15,43,34.88,11,22,50.0,4,21,19.05,33,40,82.5,9,3,9,0.0,12,0.0
Thaddeus Young,158,78,173,45.09,68,147,46.26,10,26,38.46,51,73,69.86,47,16,58,1.0,11,5.0
Theo Ratliff,24,5,13,38.46,5,13,38.46,0,0,0.0,5,12,41.67,2,0,13,0.0,5,0.0
Theron Smith,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,,1,0.0
Thomas Robinson,8,1,2,50.0,1,2,50.0,0,0,0.0,1,5,20.0,1,1,3,0.0,3,0.0
Thon Maker,3,4,7,57.14,3,3,100.0,1,4,25.0,0,0,0.0,3,0,1,0.0,2,0.0
Tiago Splitter,30,11,28,39.29,11,28,39.29,0,0,0.0,8,14,57.14,5,8,13,0.0,6,0.0
Tibor Pleiss,1,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,1,0.0
Tierre Brown,4,0,4,0.0,0,2,0.0,0,2,0.0,3,4,75.0,0,0,1,0.0,1,0.0
Tim Duncan,232,146,333,43.84,145,322,45.03,1,11,9.09,120,187,64.17,74,33,96,1.0,12,6.0
Tim Frazier,12,3,9,33.33,2,3,66.67,1,6,16.67,10,13,76.92,1,1,2,0.0,3,0.0
Tim Hardaway Jr.,53,30,77,38.96,11,31,35.48,19,46,41.3,33,46,71.74,22,3,4,0.0,4,3.0
Tim Quarterman,2,0,0,0.0,0,0,0.0,0,0,0.0,2,4,50.0,0,0,1,,2,0.0
Tim Thomas,46,31,68,45.59,13,29,44.83,18,39,46.15,12,17,70.59,24,3,6,1.0,5,2.0
Timofey Mozgov,15,9,19,47.37,9,16,56.25,0,3,0.0,5,8,62.5,7,1,9,0.0,5,0.0
Timothe Luwawu-Cabarrot,3,1,2,50.0,1,2,50.0,0,0,0.0,2,2,100.0,0,0,0,0.0,1,0.0
Tobias Harris,94,38,93,40.86,29,58,50.0,9,35,25.71,55,72,76.39,23,7,21,1.0,7,1.0
Tom Gugliotta,8,7,14,50.0,5,8,62.5,2,6,33.33,1,2,50.0,6,0,0,0.0,1,0.0
Tomas Satoransky,10,1,8,12.5,1,4,25.0,0,4,0.0,9,13,69.23,0,1,2,0.0,1,0.0
Toney Douglas,32,12,35,34.29,6,16,37.5,6,19,31.58,25,29,86.21,6,3,4,0.0,6,0.0
Toni Kukoc,12,4,14,28.57,3,4,75.0,1,10,10.0,1,2,50.0,2,0,0,0.0,2,0.0
Tony Allen,106,38,64,59.38,37,59,62.71,1,5,20.0,61,87,70.11,25,7,20,1.0,13,0.0
Tony Battie,22,6,20,30.0,5,16,31.25,1,4,25.0,4,11,36.36,5,2,5,0.0,4,0.0
Tony Delk,15,8,16,50.0,6,12,50.0,2,4,50.0,10,13,76.92,2,2,2,0.0,2,0.0
Tony Massenburg,3,1,5,20.0,1,5,20.0,0,0,0.0,2,3,66.67,1,0,4,0.0,1,0.0
Tony Parker,208,164,371,44.2,147,320,45.94,17,51,33.33,142,193,73.58,42,24,11,1.0,13,10.0
Tony Snell,36,12,42,28.57,5,9,55.56,7,33,21.21,3,4,75.0,9,3,2,0.0,5,0.0
Tony Wroten,13,7,18,38.89,6,14,42.86,1,4,25.0,9,12,75.0,1,0,3,0.0,2,0.0
Torrey Craig,2,1,1,100.0,0,0,0.0,1,1,100.0,0,0,0.0,1,0,1,0.0,1,0.0
Tracy McGrady,102,65,190,34.21,42,121,34.71,23,69,33.33,64,92,69.57,28,8,11,0.0,8,0.0
Travis Best,10,4,10,40.0,2,6,33.33,2,4,50.0,5,7,71.43,2,1,0,0.0,1,0.0
Travis Diener,15,4,15,26.67,1,6,16.67,3,9,33.33,4,4,100.0,3,1,3,0.0,4,0.0
Travis Outlaw,89,58,131,44.27,48,99,48.48,10,32,31.25,51,64,79.69,32,7,17,1.0,9,2.0
Trenton Hassell,50,20,44,45.45,19,41,46.34,1,3,33.33,10,18,55.56,11,3,8,0.0,6,0.0
Trevor Ariza,199,64,196,32.65,28,76,36.84,36,120,30.0,64,87,73.56,47,12,27,0.0,13,1.0
Trevor Booker,56,16,40,40.0,15,34,44.12,1,6,16.67,19,33,57.58,6,3,25,0.0,8,0.0
Trey Burke,60,42,111,37.84,26,61,42.62,16,50,32.0,28,35,80.0,16,4,3,0.0,4,1.0
Trey Lyles,10,2,10,20.0,1,4,25.0,1,6,16.67,1,2,50.0,2,0,2,0.0,3,0.0
Tristan Thompson,85,29,51,56.86,29,51,56.86,0,0,0.0,27,43,62.79,17,11,48,0.0,7,0.0
Troy Daniels,22,13,34,38.24,2,7,28.57,11,27,40.74,0,1,0.0,12,1,1,0.0,5,0.0
Troy Hudson,19,8,26,30.77,4,13,30.77,4,13,30.77,9,12,75.0,4,0,1,0.0,3,0.0
Troy Murphy,88,21,48,43.75,14,23,60.87,7,25,28.0,39,55,70.91,13,3,32,0.0,8,0.0
Troy Williams,1,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,1,0.0
Ty Lawson,121,59,157,37.58,49,122,40.16,10,35,28.57,79,104,75.96,18,21,14,0.0,8,2.0
Tyler Cavanaugh,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,,1,0.0
Tyler Dorsey,6,0,2,0.0,0,1,0.0,0,1,0.0,2,2,100.0,0,0,0,0.0,1,0.0
Tyler Ennis,4,4,8,50.0,4,5,80.0,0,3,0.0,6,7,85.71,1,1,0,0.0,3,0.0
Tyler Hansbrough,22,9,17,52.94,9,16,56.25,0,1,0.0,15,20,75.0,5,2,8,0.0,7,0.0
Tyler Johnson,43,27,51,52.94,19,33,57.58,8,18,44.44,15,20,75.0,16,5,2,0.0,4,2.0
Tyler Ulis,8,2,5,40.0,1,1,100.0,1,4,25.0,2,4,50.0,0,0,0,0.0,2,0.0
Tyler Zeller,22,9,17,52.94,9,16,56.25,0,1,0.0,10,12,83.33,6,1,7,0.0,5,0.0
Tyreke Evans,176,113,296,38.18,101,235,42.98,12,61,19.67,121,167,72.46,26,32,23,0.0,9,4.0
Tyrone Wallace,1,1,1,100.0,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0,0.0,1,0.0
Tyronn Lue,55,43,84,51.19,31,55,56.36,12,29,41.38,30,42,71.43,12,6,2,1.0,5,2.0
Tyrus Thomas,55,32,59,54.24,31,56,55.36,1,3,33.33,31,44,70.45,23,4,18,0.0,7,1.0
Tyshawn Taylor,3,3,6,50.0,2,5,40.0,1,1,100.0,1,2,50.0,0,0,0,0.0,1,0.0
Tyson Chandler,159,38,69,55.07,38,69,55.07,0,0,0.0,53,83,63.86,22,3,107,1.0,14,0.0
Tyus Jones,5,1,3,33.33,0,1,0.0,1,2,50.0,1,2,50.0,1,0,2,0.0,2,0.0
Udonis Haslem,140,60,126,47.62,60,125,48.0,0,1,0.0,96,126,76.19,42,9,52,1.0,12,3.0
Viacheslav Kravtsov,1,1,1,100.0,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0,0.0,1,0.0
Victor Claver,1,1,1,100.0,0,0,0.0,1,1,100.0,0,0,0.0,1,0,1,0.0,1,0.0
Victor Oladipo,102,71,184,38.59,49,108,45.37,22,76,28.95,72,92,78.26,20,20,6,0.0,5,3.0
Viktor Khryapa,6,0,0,0.0,0,0,0.0,0,0,0.0,2,4,50.0,0,0,1,,3,0.0
Vince Carter,236,167,424,39.39,115,271,42.44,52,153,33.99,185,223,82.96,78,21,48,0.0,14,4.0
Vitaly Potapenko,2,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,2,0.0,2,0.0
Vitor Faverani,1,1,1,100.0,1,1,100.0,0,0,0.0,0,0,0.0,1,0,0,0.0,1,0.0
Vladimir Radmanovic,68,31,79,39.24,11,23,47.83,20,56,35.71,13,17,76.47,27,4,10,0.0,9,1.0
Von Wafer,9,9,13,69.23,6,9,66.67,3,4,75.0,4,7,57.14,5,1,1,0.0,4,0.0
Voshon Lenard,2,0,2,0.0,0,0,0.0,0,2,0.0,0,0,0.0,0,0,0,0.0,1,0.0
Wade Baldwin IV,1,0,1,0.0,0,1,0.0,0,0,0.0,1,2,50.0,0,0,0,0.0,2,0.0
Walker Russell,1,0,0,0.0,0,0,0.0,0,0,0.0,0,2,0.0,0,0,0,,1,0.0
Wally Szczerbiak,63,30,76,39.47,29,56,51.79,1,20,5.0,38,47,80.85,21,2,10,0.0,5,1.0
Walter Herrmann,11,9,14,64.29,2,3,66.67,7,11,63.64,3,4,75.0,8,0,1,0.0,2,0.0
Walter McCarty,6,0,7,0.0,0,1,0.0,0,6,0.0,0,0,0.0,0,0,2,0.0,1,0.0
Wayne Ellington,70,36,84,42.86,14,35,40.0,22,49,44.9,29,31,93.55,27,8,3,1.0,9,1.0
Wayne Selden,6,4,7,57.14,1,1,100.0,3,6,50.0,3,4,75.0,3,0,1,0.0,2,0.0
Wayne Simien,1,0,0,0.0,0,0,0.0,0,0,0.0,1,2,50.0,0,0,0,,1,0.0
Wesley Johnson,64,31,66,46.97,22,38,57.89,9,28,32.14,9,14,64.29,21,2,11,1.0,7,1.0
Wesley Matthews,184,71,225,31.56,30,64,46.88,41,161,25.47,98,122,80.33,50,14,18,0.0,9,2.0
Wesley Person,3,2,4,50.0,1,2,50.0,1,2,50.0,0,0,0.0,2,0,0,0.0,1,0.0
Will Barton,50,24,72,33.33,17,38,44.74,7,34,20.59,56,62,90.32,13,2,5,0.0,5,1.0
Will Bynum,46,35,83,42.17,33,70,47.14,2,13,15.38,64,79,81.01,3,11,7,1.0,8,1.0
Will Solomon,3,2,5,40.0,0,1,0.0,2,4,50.0,1,2,50.0,1,0,1,0.0,1,0.0
Willie Cauley-Stein,24,11,17,64.71,11,17,64.71,0,0,0.0,8,14,57.14,9,1,9,0.0,3,0.0
Willie Green,62,22,81,27.16,17,42,40.48,5,39,12.82,34,49,69.39,11,2,7,0.0,9,0.0
Willie Reed,1,0,0,0.0,0,0,0.0,0,0,0.0,1,2,50.0,0,0,0,,1,0.0
Willy Hernangomez,7,3,8,37.5,3,8,37.5,0,0,0.0,0,0,0.0,1,1,3,0.0,1,0.0
Wilson Chandler,124,49,141,34.75,33,86,38.37,16,55,29.09,47,68,69.12,28,9,25,0.0,10,2.0
Xavier Henry,8,3,7,42.86,3,5,60.0,0,2,0.0,2,2,100.0,2,0,1,0.0,3,0.0
Xavier Munford,1,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,1,0.0
Xavier Rathan-Mayes,1,0,1,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0,0.0,1,0.0
Yakhouba Diawara,7,1,4,25.0,0,0,0.0,1,4,25.0,2,2,100.0,1,0,0,0.0,3,0.0
Yao Ming,93,51,113,45.13,51,110,46.36,0,3,0.0,78,99,78.79,32,7,24,1.0,5,3.0
Yi Jianlian,30,13,32,40.62,11,25,44.0,2,7,28.57,18,24,75.0,10,6,12,0.0,4,1.0
Yogi Ferrell,28,8,24,33.33,4,6,66.67,4,18,22.22,15,22,68.18,5,0,2,0.0,2,0.0
Zach Collins,1,1,1,100.0,0,0,0.0,1,1,100.0,0,0,0.0,1,0,0,0.0,1,0.0
Zach LaVine,58,35,95,36.84,18,41,43.9,17,54,31.48,37,42,88.1,18,5,3,0.0,4,1.0
Zach Randolph,278,172,422,40.76,160,386,41.45,12,36,33.33,222,294,75.51,66,38,131,1.0,14,7.0
Zarko Cabarkapa,3,2,3,66.67,2,3,66.67,0,0,0.0,0,0,0.0,1,0,2,0.0,2,0.0
Zaza Pachulia,94,32,68,47.06,32,67,47.76,0,1,0.0,48,64,75.0,20,8,59,1.0,11,0.0
Zeljko Rebraca,6,2,3,66.67,2,3,66.67,0,0,0.0,3,4,75.0,2,0,1,0.0,2,0.0
Zendon Hamilton,1,0,1,0.0,0,1,0.0,0,0,0.0,1,2,50.0,0,0,2,0.0,1,0.0
Zhou Qi,1,0,0,0.0,0,0,0.0,0,0,0.0,1,2,50.0,0,0,0,,1,0.0
Zoran Planinic,2,1,4,25.0,1,1,100.0,0,3,0.0,0,0,0.0,0,0,0,0.0,1,0.0
Zydrunas Ilgauskas,81,37,88,42.05,36,87,41.38,1,1,100.0,52,63,82.54,26,7,39,1.0,7,2.0
